203,CC(=CC=CC=C(C=CC=C(C#CC1=C(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,19
204,CC(=CC=CC=C(C=CC=C(C(=O)C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(=O)C)C,18
205,CC(=CC=CC=C(C=CC=C(C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,18
206,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C)C)C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C,25
207,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C)C)C=CC=C(C=CC1=C(C)CCCC1(C)C)C,23
208,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@H]1C(=C[C@@H](CC1(C)C)O)C)C,19
209,CC(=CC=CC=C(C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,17
210,CC(=CCC(C(=C)C)Cc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1O)O)C,19
211,CC(=CCC[C@@H]([C@H]1CC[C@@H](c2c1cccc2)C)C)C,6
212,CC(=CCOc1c2ccoc2cc2c1ccc(=O)o2)C,16
213,CC(=CCOc1c2occc2cc2c1oc(=O)cc2)C,16
214,CC(=CCc1c(oc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)c1ccc(cc1O)O)C,21
215,CC(=CCc1c2O[C@H](CC(=O)c2c(c(c1O)CC=C(C)C)O)c1ccc(cc1O)O)C,9
216,CC(=NNC(=S)N)c1ccc(cc1)Cl,11
217,CC(=O)C(=NNc1cccc2c1c(=O)[nH][nH]c2=O)C(=O)C,20
218,CC(=O)C(=NNc1ccccc1C(=O)O)C(=O)C,15
219,CC(=O)C(=NNc1ccccc1C(=O)O)C(=O)c1ccccc1,22
220,CC(=O)C(=NNc1cccnc1)C(=O)C,13
