7,0
7,1
21,2
23,1
23,1
24,1
27,3
38,4
38,3
39,5
40,6
41,7
42,8
43,9
44,10
45,11
46,0
46,1
52,7
53,7
54,7
69,5
84,3
89,3
101,12
101,13
103,14
106,15
112,4
113,4
114,16
116,17
124,7
124,7
125,7
125,7
131,18
134,19
134,19
137,20
138,3
138,3
141,3
151,7
155,21
156,21
159,3
165,22
168,4
168,3
168,4
169,23
170,23
171,23
176,24
186,1
187,1
188,1
190,25
191,26
197,27
198,28
199,3
200,10
201,3
210,3
210,29
212,3
222,30
231,31
245,32
251,33
253,7
256,34
260,35
263,7
268,36
277,37
278,38
280,16
281,16
282,16
284,39
286,14
287,40
295,41
312,42
318,19
319,19
320,43
324,44
335,45
341,46
344,14
347,47
348,48
349,14
358,7
359,7
360,7
360,7
362,49
364,3
366,50
366,51
366,51
377,1
403,4
403,4
403,52
404,4
404,3
406,3
406,53
407,21
418,54
418,22
419,55
420,56
421,55
422,57
423,57
424,58
425,58
426,58
428,58
429,59
432,60
439,60
441,60
452,1
453,61
458,4
458,3
458,4
459,50
459,4
459,4
460,50
460,4
460,4
480,14
481,14
486,62
487,63
492,7
492,7
496,7
496,7
497,7
497,7
498,7
498,7
499,7
499,7
500,7
500,7
501,7
501,7
518,64
518,65
519,65
519,64
540,66
558,7
558,7
573,3
573,3
578,67
586,68
586,69
592,70
593,70
605,71
606,7
606,7
607,7
607,7
608,72
610,7
610,7
611,71
612,71
613,7
632,7
632,7
634,3
635,4
640,73
640,73
641,73
641,73
643,4
643,4
645,4
645,4
648,7
650,7
674,64
674,64
675,64
675,64
676,64
676,64
677,64
677,64
678,64
678,64
684,64
684,64
685,64
685,64
686,74
686,64
710,4
713,7
717,4
720,14
720,14
721,7
753,75
754,75
755,64
756,64
756,4
757,7
758,7
762,65
763,53
764,65
768,7
768,7
769,7
777,14
780,70
781,70
782,76
782,1
783,77
783,1
784,77
784,1
788,7
788,7
789,78
789,78
792,79
794,24
795,70
797,7
798,4
799,7
800,7
801,7
801,7
803,3
803,3
804,80
805,80
806,81
812,7
812,7
814,7
815,7
823,3
829,82
830,71
835,83
836,84
837,85
838,4
839,4
845,0
846,0
847,3
848,3
849,3
850,3
851,3
855,14
864,7
864,7
866,7
868,7
869,7
870,7
871,7
872,7
873,7
876,86
881,87
882,88
882,88
883,88
883,88
886,24
904,1
913,89
914,90
918,4
918,4
920,4
920,4
929,4
929,91
932,24
934,65
934,64
935,64
936,4
936,53
937,4
937,4
938,4
938,4
939,4
939,4
940,4
940,4
941,4
943,7
943,7
944,7
944,7
945,7
945,7
946,7
946,7
947,7
948,7
951,70
959,92
960,1
961,1
962,1
963,14
965,64
966,5
967,5
970,93
976,7
979,94
981,95
989,96
992,52
993,18
994,19
994,3
995,19
996,4
996,3
997,4
998,18
998,3
999,18
1000,81
1017,97
1018,7
1023,98
1025,99
1029,53
1030,4
1031,53
1032,4
1033,53
1044,7
1045,7
1046,7
1047,7
1048,7
1049,7
1050,7
1051,7
1052,19
1053,7
1053,4
1054,4
1055,53
1056,4
1064,100
1065,3
1066,4
1067,4
1068,4
1070,0
1076,3
1077,3
1078,0
1082,14
1082,3
1084,101
1086,0
1086,102
1087,103
1088,103
1090,103
1091,103
1092,104
1094,104
1095,104
1096,104
1097,104
1098,104
1099,104
1100,104
1102,105
1103,105
1106,1
1112,14
1124,4
1125,4
1133,14
1145,14
1146,14
1150,1
1151,3
1152,3
1153,3
1154,3
1154,1
1155,3
1159,14
1167,7
1172,1
1193,16
1193,16
1194,1
1195,3
1201,106
1201,107
1205,7
1205,7
1206,75
1213,108
1227,109
1233,110
1234,111
1236,112
1237,113
1249,3
1253,75
1254,1
1257,5
1258,5
1259,5
1271,7
1278,7
1284,88
1284,7
1288,114
1288,7
1289,88
1289,7
1290,115
1301,116
1308,1
1311,1
1313,117
1315,92
1316,3
1329,65
1329,118
1330,14
1331,75
1334,119
1335,4
1335,4
1336,3
1336,53
1337,120
1338,7
1338,7
1339,7
1340,7
1340,7
1341,7
1342,7
1349,120
1351,7
1357,3
1359,0
1360,0
1367,7
1368,7
1369,7
1372,3
1378,121
1386,81
1387,7
1387,7
1392,7
1393,7
1394,7
1403,122
1407,123
1408,124
1411,125
1412,125
1417,126
1420,126
1429,7
1431,7
1432,7
1433,7
1434,7
1435,7
1436,7
1437,7
1438,7
1439,7
1440,7
1441,7
1442,7
1447,4
1451,127
1452,50
1452,4
1452,4
1454,10
