0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
7,8
7,9
7,10
7,11
8,12
9,10
9,13
10,14
11,15
11,16
12,17
12,18
12,11
13,17
13,19
13,11
13,20
14,21
14,17
14,11
15,22
15,23
15,24
16,22
16,25
17,26
18,27
19,28
19,29
20,30
21,31
22,32
23,33
23,34
23,10
23,35
24,33
24,10
24,35
25,36
26,25
26,37
26,38
26,10
27,39
27,40
27,41
27,10
28,42
29,43
30,44
31,45
31,46
32,47
32,48
33,49
34,50
34,51
35,50
35,10
35,52
36,53
37,54
38,39
38,55
38,50
38,56
38,10
39,57
39,55
39,50
39,58
40,59
40,60
40,55
40,61
40,35
40,50
41,62
41,10
41,50
41,55
42,63
42,37
42,50
42,8
43,64
43,65
43,50
43,8
44,63
44,50
44,8
44,35
45,66
45,35
45,67
45,68
45,10
46,8
46,9
46,50
46,10
46,11
47,69
48,50
48,70
48,71
49,50
50,67
50,50
50,10
51,72
51,50
52,73
52,55
52,50
52,67
52,25
52,74
53,10
53,50
53,55
53,74
54,74
54,50
54,55
54,75
55,50
55,76
56,50
56,77
57,48
57,50
58,50
58,78
59,50
59,10
59,79
60,50
60,10
60,80
61,81
61,50
61,10
62,82
62,50
62,10
63,50
63,10
63,83
64,50
64,10
64,84
65,85
65,50
65,10
66,86
66,50
66,10
67,87
67,50
67,10
67,88
68,50
68,89
69,90
69,55
69,37
69,57
69,67
69,10
70,91
71,92
71,77
72,10
72,77
73,93
74,67
74,94
74,95
75,67
75,94
76,96
77,97
77,98
77,99
78,100
79,101
80,102
81,10
81,103
82,104
83,105
84,39
84,106
84,107
84,10
85,108
86,109
87,110
87,111
88,67
88,10
88,111
89,39
89,10
89,112
90,67
90,112
90,20
91,10
91,112
92,113
93,114
94,115
95,116
95,75
96,117
97,118
98,119
98,120
98,75
99,121
99,120
99,75
100,119
100,122
100,75
101,8
101,35
101,123
101,37
101,67
101,68
101,124
101,125
102,126
102,127
103,128
103,129
103,35
103,71
103,68
103,10
103,125
104,130
104,131
104,11
104,125
105,132
105,133
105,11
105,125
106,134
106,29
106,135
106,136
106,10
106,11
106,125
107,126
107,119
107,75
108,137
109,138
110,139
111,140
111,141
111,10
112,142
112,55
112,37
112,67
112,141
113,55
113,37
113,67
113,143
113,141
114,141
114,11
115,144
116,141
116,145
117,146
117,88
118,147
119,148
120,149
121,73
121,150
122,73
122,151
123,152
123,153
124,73
124,67
124,55
124,154
125,155
125,67
125,55
125,154
126,10
126,156
127,157
127,158
127,159
128,160
128,157
128,159
129,161
129,157
129,159
130,162
130,157
130,159
131,163
131,164
131,55
131,165
132,166
133,167
134,163
134,55
134,168
134,165
135,169
136,170
137,25
137,171
137,61
137,11
138,39
138,172
138,173
139,174
140,175
141,10
141,8
141,176
142,177
143,178
144,179
145,180
146,181
147,182
147,75
148,183
148,23
148,184
149,185
150,186
151,67
151,97
151,55
151,187
152,188
152,189
153,190
153,189
153,75
154,191
155,23
155,192
155,8
155,35
156,192
156,8
156,35
156,75
157,193
158,194
159,7
159,195
160,67
160,196
161,197
162,198
163,199
164,200
165,73
165,35
165,201
165,202
165,203
166,204
166,205
166,35
166,206
167,207
167,208
168,209
168,55
168,210
168,211
168,39
168,212
169,213
169,214
170,215
170,216
170,217
171,215
171,216
171,203
172,10
172,218
173,219
173,220
174,221
174,220
175,222
175,220
176,68
176,223
176,224
177,225
177,226
177,227
177,155
177,10
178,227
178,228
178,20
179,227
179,229
179,10
179,226
180,227
180,230
181,227
181,231
181,35
182,107
182,232
182,35
182,227
182,233
183,227
183,68
183,234
183,11
184,227
184,235
184,11
184,236
185,237
185,238
185,35
185,227
185,25
185,68
185,11
186,239
186,240
186,241
186,232
186,35
186,227
186,11
187,239
187,240
187,232
187,35
187,227
187,242
187,11
188,239
188,240
188,107
188,232
188,35
188,227
188,11
189,227
189,243
189,11
190,244
190,245
190,246
190,227
190,247
190,248
190,155
190,11
191,249
191,250
191,251
192,252
192,253
192,8
192,35
192,10
192,254
192,11
193,155
193,215
193,255
194,215
194,40
194,256
195,247
195,257
195,258
196,155
196,259
197,246
197,243
197,248
197,155
197,260
197,11
198,155
198,261
198,262
198,246
199,263
199,264
199,8
200,263
200,63
200,8
200,35
201,39
201,263
201,97
202,265
203,266
204,152
204,267
205,7
205,268
205,10
206,269
206,270
206,35
207,271
207,272
208,273
209,274
210,275
210,276
210,277
210,39
210,10
210,278
211,279
211,280
211,281
212,275
212,55
212,8
212,282
212,283
212,39
212,68
212,10
212,11
213,284
213,285
213,286
213,163
214,55
214,287
214,288
214,284
214,289
214,163
215,290
215,291
215,292
215,287
215,284
215,289
215,11
215,163
216,55
216,287
216,284
216,293
216,289
216,163
217,284
217,294
217,163
218,284
218,294
218,286
218,163
219,55
219,295
219,284
219,296
219,163
220,55
220,287
220,284
220,289
220,163
221,297
221,298
221,275
221,299
222,275
222,300
223,59
223,275
223,11
223,301
224,59
224,302
224,275
224,11
225,297
225,303
225,304
225,275
226,297
226,303
226,275
226,305
227,306
228,307
229,308
230,309
230,310
231,311
231,309
231,10
232,312
233,313
234,92
234,314
235,315
235,314
236,314
236,111
237,316
237,314
238,314
238,317
239,314
239,130
240,88
240,318
241,319
242,320
243,321
243,322
243,323
244,324
244,322
244,323
245,325
245,10
245,326
246,327
246,92
247,327
247,328
248,327
248,329
249,327
249,7
250,316
250,327
251,330
251,331
252,332
253,10
253,333
253,55
254,334
254,220
255,335
256,336
256,290
256,35
256,337
257,290
257,338
258,339
259,340
260,336
260,341
260,290
260,35
261,290
261,342
261,35
262,67
262,290
262,343
262,35
263,290
263,55
263,35
263,37
263,67
263,10
264,344
264,290
264,35
265,290
265,35
265,345
266,290
266,346
266,35
267,290
267,347
267,35
268,290
268,10
268,348
268,35
269,67
269,349
269,290
269,35
270,350
270,290
270,309
270,35
271,290
271,35
271,351
272,290
272,10
272,35
273,290
273,352
273,35
274,107
274,290
274,35
275,290
275,10
275,353
275,35
276,354
276,290
276,35
277,303
277,355
277,290
277,10
278,290
278,75
278,35
278,356
278,133
278,11
279,290
279,10
279,11
279,202
280,290
280,233
280,202
280,357
280,11
281,290
281,233
281,358
281,202
281,11
282,290
282,316
282,233
282,202
282,11
283,359
283,290
283,8
283,11
284,290
284,8
284,360
284,361
284,11
285,362
285,363
285,290
286,362
286,68
286,290
286,10
287,290
287,364
287,8
287,20
287,361
287,68
287,10
287,11
288,365
288,290
288,309
288,11
289,290
289,11
289,366
290,290
290,92
290,11
291,367
291,290
291,11
292,290
292,368
292,11
292,88
293,290
293,369
293,11
294,25
294,290
294,309
294,11
295,290
295,370
295,317
295,371
295,372
295,11
296,373
296,97
296,374
297,88
297,375
298,376
298,88
299,377
299,88
300,378
300,88
301,88
301,379
302,380
302,88
303,88
303,345
304,381
304,88
305,382
305,88
306,383
306,88
307,384
308,385
309,386
310,387
311,388
312,389
312,390
313,391
313,392
313,35
314,391
314,393
314,35
314,394
315,35
315,391
315,395
315,394
316,396
316,207
317,397
317,309
317,29
318,163
318,398
318,55
318,399
319,163
319,164
319,55
319,399
320,163
320,400
320,55
320,399
321,401
321,402
322,403
322,402
323,404
323,184
324,55
324,405
324,220
325,406
326,407
327,408
328,409
328,410
329,68
329,411
329,11
329,25
330,412
330,413
330,414
330,163
331,413
331,415
332,416
332,10
333,417
333,418
334,419
334,10
335,420
335,35
335,421
336,422
337,423
337,424
338,423
338,425
339,423
339,426
340,67
340,423
340,427
341,145
341,8
341,233
341,423
341,10
342,428
342,429
343,423
343,92
343,430
344,129
344,423
344,431
344,92
345,35
345,204
345,269
345,432
345,206
346,290
346,433
346,434
346,35
346,10
347,435
347,434
347,35
347,68
347,10
348,434
348,435
348,10
348,35
349,436
349,437
349,129
349,438
349,67
349,11
350,439
350,253
350,440
351,441
351,10
351,392
351,29
352,67
352,442
352,443
352,402
353,444
353,29
354,382
354,445
354,402
355,446
355,404
356,447
356,29
357,448
357,29
358,29
358,55
358,40
358,67
358,10
359,29
359,62
359,55
359,67
359,10
360,67
360,449
360,55
360,402
361,188
361,402
362,437
362,450
363,437
363,404
364,451
364,402
364,452
364,39
364,67
364,10
365,379
365,29
366,8
366,220
366,67
366,11
366,453
367,67
367,454
367,402
368,67
368,455
368,402
369,67
369,48
369,29
370,67
370,456
370,402
371,67
371,457
371,452
371,402
372,458
372,29
373,459
373,75
373,402
373,7
373,37
373,10
374,460
374,309
374,427
375,461
375,455
375,402
376,462
376,29
377,463
377,464
377,35
377,29
378,465
378,402
379,24
379,29
379,464
379,20
379,466
380,29
380,464
380,467
380,20
