7,1,0,0
8,3,0,0
8,3,0,0
8,3,0,1
10,4,0,2
10,4,0,2
11,5,0,3
11,5,0,0
11,5,0,4
11,5,0,4
12,6,0,5
12,6,0,0
13,6,0,5
13,6,0,6
14,6,0,5
14,6,0,7
15,7,0,2
16,2,0,2
16,2,0,2
17,8,0,0
17,8,0,0
17,8,0,0
17,8,0,0
17,8,0,0
18,9,0,0
18,9,0,0
18,9,0,0
18,9,0,0
19,10,0,0
19,10,0,1
19,10,0,8
19,10,0,8
19,10,0,1
19,10,0,0
19,10,0,4
19,10,0,4
20,11,0,0
20,11,0,0
20,11,0,9
21,12,0,0
21,12,0,0
21,12,1,0
21,12,1,0
22,11,0,0
22,11,0,4
22,11,0,9
23,2,1,10
23,11,0,0
23,11,0,9
24,11,0,0
24,11,0,9
25,10,0,0
25,10,0,0
25,10,0,1
25,10,0,0
25,10,0,4
25,10,0,4
25,10,0,0
25,10,0,1
26,2,0,0
26,2,0,0
27,14,0,0
27,14,0,4
27,14,0,4
27,14,0,4
28,15,0,0
28,15,0,11
29,16,0,0
29,16,0,0
30,17,0,0
30,17,0,0
31,18,0,0
31,18,0,1
32,2,0,0
32,2,0,1
33,11,0,0
33,11,0,9
34,2,0,0
34,2,3,0
34,20,0,0
35,2,0,0
36,21,0,0
36,21,0,4
36,21,0,4
37,22,0,0
38,2,0,0
38,23,0,4
39,2,0,0
39,24,0,4
40,2,0,0
41,2,0,0
42,2,0,0
42,2,3,0
43,2,0,0
43,6,0,11
44,2,0,0
45,27,0,0
45,27,0,9
46,1,0,0
46,2,0,0
47,28,0,0
47,28,0,4
48,2,0,0
49,2,0,0
49,2,1,0
50,2,0,0
51,2,0,0
52,2,0,0
52,2,2,12
53,2,0,0
54,2,0,0
55,2,0,0
55,32,0,1
56,2,0,0
56,19,0,0
56,19,0,0
57,2,0,0
58,2,0,0
58,2,2,0
59,2,0,0
60,2,0,0
61,2,0,0
62,2,0,0
63,2,0,0
63,37,0,7
63,37,0,7
64,2,0,0
65,2,0,0
66,2,0,0
66,40,0,4
67,2,0,0
67,40,0,4
67,40,0,13
68,2,0,0
69,31,0,0
70,42,0,0
70,42,0,4
70,42,0,4
71,2,2,11
71,19,0,0
71,19,0,0
72,19,0,0
72,19,0,0
73,43,0,0
73,43,0,0
74,2,2,14
74,8,0,0
74,8,1,0
75,8,0,0
75,8,1,0
76,44,0,0
76,44,0,0
77,44,0,0
78,45,0,0
78,45,0,14
78,45,0,1
79,45,0,0
79,45,0,1
80,46,0,0
80,46,0,4
81,47,0,0
81,47,0,4
82,48,0,0
83,49,0,0
84,2,1,1
84,30,0,0
85,50,0,0
85,50,0,1
85,50,0,1
86,28,0,0
86,28,0,4
87,2,0,0
88,2,0,0
89,24,0,0
89,24,0,9
90,2,0,6
90,24,0,0
90,24,0,9
91,24,0,0
91,24,0,9
92,52,0,0
92,52,0,14
92,52,0,14
93,53,0,0
94,54,0,0
94,54,0,0
95,55,0,0
96,56,0,0
96,56,0,0
96,56,0,0
96,56,0,0
98,41,0,15
99,41,0,15
100,41,0,16
101,2,0,17
101,57,0,9
103,59,0,18
104,2,0,19
104,2,0,11
105,46,0,20
106,1,0,0
106,1,0,21
107,41,0,22
108,60,0,23
108,60,0,1
108,60,0,1
108,60,0,4
109,61,0,23
109,61,0,23
110,62,0,23
110,62,0,23
111,2,0,23
112,2,0,23
112,2,1,23
113,2,0,23
113,2,1,23
114,2,0,23
114,2,1,23
115,66,0,23
115,66,0,23
116,2,0,23
116,2,1,23
117,67,0,23
117,67,0,13
118,43,0,23
118,43,0,23
119,43,0,23
120,68,0,23
120,68,0,4
121,69,0,23
121,69,0,12
122,70,0,23
122,70,0,12
123,7,0,23
123,7,1,23
123,7,2,23
124,2,0,12
124,2,1,12
124,71,0,23
125,2,0,24
125,2,1,24
125,71,0,23
126,72,0,23
126,72,0,4
126,72,0,14
126,72,0,14
126,72,0,14
126,72,0,14
126,72,0,14
126,72,0,14
126,72,0,23
126,72,0,4
127,73,0,1
127,73,0,1
127,73,0,25
127,74,0,0
128,73,0,1
128,73,0,1
128,73,0,25
128,74,0,7
129,73,0,1
129,73,0,1
129,73,0,25
129,74,0,26
130,73,0,1
130,73,0,1
130,73,0,25
148,89,0,27
151,2,0,28
152,90,0,29
153,91,0,29
165,2,1,11
165,100,0,12
166,101,0,30
166,101,0,31
166,101,0,31
167,2,0,32
167,2,0,1
168,41,0,33
168,41,0,4
168,41,1,4
168,41,1,33
168,102,0,4
168,102,0,34
168,102,1,34
168,102,1,4
169,2,1,4
169,15,0,34
170,2,1,11
170,103,0,35
171,2,1,11
171,103,0,35
172,2,0,36
173,62,0,37
174,62,0,38
175,62,0,39
176,104,0,7
177,106,0,35
177,106,0,24
177,106,0,24
177,106,0,4
177,106,0,4
178,108,0,35
178,108,0,11
178,108,0,6
178,108,0,4
178,108,0,4
179,106,0,35
179,106,0,4
179,106,0,4
180,109,0,35
180,109,0,4
180,109,0,4
181,110,0,40
182,2,3,1
182,111,0,40
183,112,0,41
183,112,0,7
184,113,0,42
185,2,1,43
185,114,0,44
186,115,0,44
186,115,0,45
186,2,1,7
186,2,1,1
187,115,0,44
187,115,0,45
187,2,1,11
187,2,1,1
188,2,1,1
188,115,0,44
188,115,0,45
189,116,0,44
189,116,0,7
190,116,0,44
190,117,0,24
191,118,0,46
